DATE,OPEN,HIGH,LOW,CLOSE
2017-01-20,1.33550,1.34050,1.31750,1.32150
2017-01-13,1.37080,1.37080,1.32980,1.33130
2017-01-06,1.38550,1.39500,1.35920,1.36840
2016-12-30,1.39540,1.39570,1.37970,1.38660
2016-12-23,1.37320,1.39640,1.36710,1.39260
2016-12-16,1.34390,1.37400,1.32880,1.36730
2016-12-09,1.34850,1.34850,1.33160,1.34050
2016-12-02,1.34350,1.35620,1.33340,1.33880
2016-11-25,1.36340,1.36750,1.33880,1.34290
2016-11-18,1.32430,1.36380,1.31870,1.36120
2016-11-11,1.30350,1.32860,1.28520,1.32360
2016-11-04,1.31720,1.31840,1.29920,1.30210
2016-10-28,1.31470,1.32270,1.29700,1.31540
2016-10-21,1.31430,1.31880,1.29260,1.31280
2016-10-14,1.31560,1.33190,1.30720,1.31100
2016-10-07,1.30590,1.32360,1.29980,1.31600
2016-09-30,1.31260,1.31720,1.29660,1.30410
2016-09-23,1.33410,1.33440,1.30260,1.30950
2016-09-16,1.32660,1.34320,1.32090,1.33320
2016-09-09,1.32030,1.32640,1.29300,1.32410
2016-09-02,1.32340,1.33470,1.31340,1.31870
2016-08-26,1.31200,1.32400,1.30050,1.32070
2016-08-19,1.30530,1.31570,1.29000,1.30950
2016-08-12,1.31410,1.31590,1.28890,1.30670
2016-08-05,1.31580,1.33330,1.30430,1.31130
2016-07-29,1.33900,1.34690,1.31360,1.31430
2016-07-22,1.31620,1.34330,1.31420,1.33830
2016-07-15,1.32170,1.32900,1.30340,1.31870
2016-07-08,1.33910,1.34930,1.31920,1.31920
2016-07-01,1.34480,1.36490,1.33110,1.33160
2016-06-24,1.34620,1.36820,1.30710,1.33570
2016-06-17,1.35540,1.37190,1.34330,1.35000
2016-06-10,1.35970,1.36660,1.33230,1.35350
2016-06-03,1.39180,1.39830,1.35570,1.35620
2016-05-27,1.38320,1.39910,1.37720,1.38990
2016-05-20,1.37700,1.39290,1.35710,1.38360
2016-05-13,1.35580,1.37820,1.35090,1.37300
2016-05-06,1.31380,1.36220,1.29650,1.35550
2016-04-29,1.29660,1.32380,1.28750,1.31330
2016-04-22,1.30390,1.30810,1.27630,1.29500
2016-04-15,1.32180,1.32810,1.29270,1.29560
2016-04-08,1.30290,1.33440,1.30270,1.32220
2016-04-01,1.33150,1.33430,1.29480,1.29990
2016-03-25,1.31640,1.33690,1.30720,1.33030
2016-03-18,1.32420,1.34840,1.30150,1.31460
2016-03-11,1.34710,1.35230,1.31870,1.31960
2016-03-04,1.40360,1.40630,1.34200,1.34200
2016-02-26,1.39990,1.40460,1.37770,1.40090
2016-02-19,1.40640,1.41420,1.39120,1.39670
2016-02-12,1.41280,1.43360,1.39860,1.40570
2016-02-05,1.41510,1.42760,1.38050,1.41270
2016-01-29,1.42770,1.44480,1.40000,1.40960
2016-01-22,1.45860,1.46410,1.41890,1.42600
2016-01-15,1.44150,1.46410,1.41820,1.45530
2016-01-08,1.37020,1.43840,1.36960,1.43640
2016-01-01,1.37370,1.37980,1.36470,1.36730
2015-12-25,1.39410,1.39720,1.37190,1.37310
2015-12-18,1.39130,1.40870,1.37260,1.39160
2015-12-11,1.36290,1.39400,1.36200,1.38910
2015-12-04,1.39020,1.39430,1.35390,1.36160
2015-11-27,1.38300,1.39660,1.37280,1.38790
2015-11-20,1.40450,1.41420,1.37900,1.37970
2015-11-13,1.42180,1.42490,1.39690,1.40010
2015-11-06,1.40150,1.42370,1.38410,1.41720
2015-10-30,1.38480,1.41440,1.37530,1.39920
2015-10-23,1.37630,1.39170,1.36850,1.38320
2015-10-16,1.36690,1.38880,1.35440,1.37400
2015-10-09,1.41790,1.41960,1.36060,1.36160
2015-10-02,1.42460,1.44090,1.41140,1.41590
2015-09-25,1.39010,1.44080,1.38900,1.42100
2015-09-18,1.41090,1.41550,1.37330,1.39060
2015-09-11,1.44460,1.44610,1.40730,1.40810
2015-09-04,1.40030,1.44810,1.39680,1.44530
2015-08-28,1.37470,1.41410,1.37410,1.39250
2015-08-21,1.35530,1.37240,1.35290,1.36260
2015-08-14,1.34830,1.38520,1.34430,1.35460
2015-08-07,1.36710,1.37720,1.34570,1.34600
2015-07-31,1.37360,1.38180,1.35770,1.36780
2015-07-24,1.35500,1.37710,1.34230,1.37150
2015-07-17,1.34590,1.36030,1.33520,1.35490
2015-07-10,1.33470,1.35610,1.32750,1.34130
2015-07-03,1.31230,1.33140,1.29260,1.32830
2015-06-26,1.28670,1.31030,1.28230,1.30580
2015-06-19,1.29310,1.30570,1.27370,1.28500
2015-06-12,1.31130,1.31450,1.28390,1.29120
2015-06-05,1.30850,1.31570,1.27860,1.30980
2015-05-29,1.27760,1.31250,1.27510,1.30550
2015-05-22,1.24370,1.28010,1.24170,1.27560
2015-05-15,1.26170,1.26940,1.22480,1.24250
2015-05-08,1.27660,1.28120,1.24490,1.25840
2015-05-01,1.27750,1.28280,1.23860,1.27190
2015-04-24,1.28210,1.30140,1.27500,1.27630
2015-04-17,1.30270,1.32370,1.27470,1.28330
2015-04-10,1.30980,1.31950,1.29180,1.30060
2015-04-03,1.29170,1.32710,1.29030,1.30970
2015-03-27,1.28410,1.29090,1.25980,1.28920
2015-03-20,1.31080,1.31700,1.27460,1.28580
2015-03-13,1.29510,1.32240,1.29170,1.30890
2015-03-06,1.28050,1.29740,1.27210,1.29360
2015-02-27,1.27510,1.29180,1.26340,1.28070
2015-02-20,1.28720,1.29020,1.27290,1.27310
2015-02-13,1.28680,1.30800,1.27480,1.28650
2015-02-06,1.28680,1.31090,1.26940,1.28220
2015-01-30,1.26700,1.29480,1.24590,1.28550
2015-01-23,1.21560,1.26850,1.21290,1.26340
2015-01-16,1.21610,1.23910,1.20520,1.21410
2015-01-09,1.23800,1.24440,1.21790,1.21880
2015-01-02,1.22830,1.23760,1.21670,1.23520
2014-12-19,1.21140,1.23320,1.20840,1.22640
2014-12-12,1.20500,1.21590,1.19390,1.21200
2014-12-05,1.17920,1.20240,1.17040,1.20060
2014-11-28,1.16050,1.17900,1.15900,1.17500
2014-11-21,1.14150,1.16710,1.13670,1.15260
2014-11-14,1.15650,1.16140,1.14000,1.14280
